ID	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
ESCC036T4	0	0.0255505491687352	0.17187742339793	0.0160332206078944	0.0805679782401611	0.0289981677267728	0	0.0017702959178681	0	0	0.0223373087718762	0	0	0.0712151060541311	0.0373275243738192	0.24661569146992	0.00341415487206724	0.124506006561186	0	0.169175406867104	0	0.000611165970534917	0	0.291273777579062	0.971599100556044
ESCC036T5	0	0.0386201944492188	0.0448224162062328	0.0230052609217733	0	0.0676681422351319	0	0.027466700795163	0	0	0.00601487806350262	0	0	0.272746450316183	0.0746001663217399	0.212610007876313	0	0.0498370226314338	0	0.171110494014352	0	0.0114982661689553	0.0600000000000001	0.128260334933739	1.05856571970318
ESCC037N	0	0.210595810331032	0.0337916380265564	0	0	0.271414348939834	0.0105636977699333	0.110166710476411	0	0	0.0681942185729669	0	0	0.0210105970277857	0.00846495922721085	0.116770399333732	0.0219074921692831	0.00334358779589604	0	0.0983796152399843	0.00116120137363647	0.0242357237157375	0	0.312503173657762	0.957342838924774
ESCC037T1	0.0213431856245251	0.0191422690685338	0.0489939932178766	0.0623263656337151	0.00646940951708536	0	0	0.0656832590387864	0	0	0	0.0476084461035128	0	0.0896911126629946	0.0904428521422403	0.138934396805887	0	0.141332139512412	0	0.268032570672431	0	0	0.05	0.139911644645026	1.05803070941054
ESCC037T2	0.0601840141967826	0	0.114734548655151	0.0349552294912355	0.00529088186988848	0	0.000550734991531219	0.0768332900476846	0	0	0	0.0454501738091784	0	0.0119357987752535	0.0802065301430909	0.211106981951577	0	0.090483791398194	0	0.266285894402598	0	0.00198213026783395	0.02	0.224591965404452	1.01239640806649
ESCC037T4	0.0375974105783474	0.00389911755534554	0.0243014268303561	0.215418804987885	0	0	0.124081945517375	0.0496945076141614	0.00736893298117741	0	0	0.0929312212973883	0.00368619179433076	0.0156759021582897	0.0456496316698703	0.265090428516605	0	0.0939163326830671	0	0.0206881458158004	0	0	0.05	0.141481734852281	1.03241524770426
ESCC037T5	0.0340857922484555	0.0131265656280956	0.0234096946049895	0.0594417561597306	0.0139112204382535	0	0	0.034135245854329	0	0	0	0.0485722529073788	0	0	0.129789011003827	0.137660551103934	0	0.135000377452862	0	0.363537683320156	0	0.00732984927798936	0.07	0.103688531488516	1.10944300905915
ESCC038N	0	0.136670703892356	0.0696692771896243	0.0453446094435351	0	0.162338170136076	0	0.0378780223978024	0	0	0.0532522927767542	0	0.0495719797941257	0	0.00284681204298921	0.0732460139040679	0.111272728319393	0.000280395226916992	0.160673103119938	0.0969558917564212	0	0	0	0.279230615390548	0.96849158261043
ESCC038T2	0.0905895257434187	0.397257719992765	0	0.0279552303867084	0	0.137015906730874	0.0204115380851433	0.0731420775184596	0	0	0.0252695676554953	0	0.00762584354600583	0.00693154706140411	0.0108763994399553	0.0447443961076711	0	0.0126186261286631	0.0855809700926094	0.0599806515108267	0	0	0	0.488721655984642	0.872937717416885
ESCC038T3	0.0611221383254052	0	0.170046074319061	0.0185063429516831	0.0717218440966892	0.03976500655277	0	0.0195215385474871	0	0	0	0.0236339671779999	0	0.0570830613057852	0.0224118606434286	0.211523705769694	0	0.0748756843669078	0	0.214465478455951	0	0.0153232974871378	0	0.292610227520587	0.972861187829236
ESCC038T4	0.0491587330644525	0.182934460999064	0.0213418908171063	0.00211395084608368	0.0125643089372859	0.00485139047306213	0.0109113427846146	0.0143691548335591	0	0	0.00606597205640332	0	0	0.600768524213917	0.0305612931273547	0.0258849754519891	0	0.0117106424203689	0	0.0267633599747385	0	0	0	0.299169253246292	1.0065421034204
ESCC038T5	0	0.0121226502330401	0.00946352648912881	0.00668459203210307	0.0965740298803262	0	0	0.0503620062797325	0	0	0.0555508108368079	0	0.011602587461652	0.123013464235551	0	0.0286391426090712	0	0.137557535131533	0	0.296825510510508	0.0906502305709784	0.0809539137295682	0.05	0.150112168287053	1.05015847721587
ESCC039N	0.130852023949411	0	0.136205354442457	0.0261809325916255	0	0.208117245264261	0	0	0	0	0.0105763052045875	0.00504615339310277	0.00116658608929339	0	0.00972438502195981	0.194937346421275	0	0.000264016685965524	0	0.250167937463468	0	0.0267617134725925	0	0.333933775781681	0.954148042857421
ESCC039T1	0	0.109625947751362	0.254249542656521	0.0973438219074292	0.0177520730714428	0.0231174343457715	0.037126981224958	0.053955023153234	0	0	0	0.0285297068090691	0	0.0341444617641207	0	0.0580155291573175	0.000667023754115667	0.0716225366909442	0	0.146911442896389	0.0134169728680891	0.0535215019492363	0	0.431606401504634	0.905977135567253
ESCC039T2	0	0.126733252795071	0.0585405394941214	0.0787492320164265	0	0.197873593973054	0.00605377622180342	0.0641737485408156	0	0	0.059447245693464	0.00176236071095821	0.00716302310541711	0	0	0.0867318246908227	0.0260227899839696	0.0801918775645035	0	0.181525789272159	0	0.0250309459374145	0.11	0.0787695104438842	1.05634190432919
ESCC039T4	0	0.057145188959835	0.418450757366897	0.0577850054814375	0.0575527902592289	0.046464372211113	0.0254060828520059	0	0	0	0	0.0558356132207607	0.00186477770539929	0	0	0.0431929335092307	0	0.071231005646613	0	0.139280509665191	0.0114523066422494	0.0143386564800381	0	0.430616034324327	0.936468172175423
ESCC039T5	0	0.0387553868658281	0.2215485983286	0.00858390311659481	0	0.160796421734669	0	0	0	0	0.0107900624282701	0.0148631896961211	0	0.0107045234338884	0	0.018720319321403	0.00930532203749036	0.143780725138643	0	0.313647692593736	0.00107662841324953	0.0474272268915058	0	0.292170786941587	0.98997542102945
ESCC042N	0	0.0749465406839021	0.149518189774225	0.0763384629676501	0	0.186652392752564	0	0	0	0	0	0.0235571345723191	0.0618698745618177	0	0.00146206602353528	0.0341205857870683	0.0435707180569411	0.0134141523327816	0.175781998372542	0.158767884114653	0	0	0	0.284615939936449	0.977389094123845
ESCC042T1	0	0.488818647041001	0.0458530132171537	0.0352388564028976	0	0.107352773177387	0	0.0470673890074138	0	0	0	0.0386483436264643	0.000942829173731929	0.0354157804319049	0.00437698078550391	0.0803388411278727	0	0	0.110640921701585	0.0053056243070843	0	0	0	0.542289893063089	0.839661354316296
ESCC042T2	0.0691703956227472	0	0.0967160844912419	0.0585930565635565	0.0019328802554835	0.112973042133992	0.0810564184815527	0.0440991749147287	0	0	0	0.0604886959750159	0.00294933611477934	0.0443086413337862	0.0514693544332175	0.0636045432701333	0.0289886499070453	0.150246511750487	0	0.104205735325531	0	0.0291974794267016	0.02	0.229077773352627	0.9922410402009
ESCC042T3	0	0.330949378004495	0.0606952795138916	0.0478015424906711	0.041098278633457	0.0962163337735356	0	0.0363498364420997	0	0	0	0.0587392015701586	0	0.0286521583335343	0.00207251875732894	0.114087116558477	0.00907059172809672	0.0718026081959785	0	0.102465155998276	0	0	0	0.464326999854495	0.884950266428359
ESCC042T4	0	0.0834864134018554	0.0290040900251734	0.0758330069889855	0.0441390014662859	0.0824164388727157	0	0.0788196859360262	0	0	0	0.11009996716763	0.0011655689359817	0.0504950795291032	0.0139030806043818	0.147610140998631	0	0.0982454193848437	0	0.157318941592362	0.0274631650960253	0	0.0600000000000001	0.128742871561737	1.03971762586213
ESCC042T5	0.00249101039505187	0.0605587204261967	0.0821877189839862	0.127276451430947	0.120452909112904	0	0	0.0880970512047468	0	0	0	0.0732650436890235	0.000351420780552869	0.0199689841713497	0.00344490789425183	0.126469745968562	0.00380961702465442	0.0805221492467485	0	0.167364416111525	0.0347665987580721	0.00897325480142881	0.0600000000000001	0.128122998673899	1.03903163242313
ESCC043N	0.109321359142061	0.123326241186909	0.0940151480676071	0.0281971420889199	0	0.0720363295222131	0	0.0397030222403352	0	0	0.0291022702158264	0	0.0395556487063088	0	0	0.115521139159894	0.0508896930147304	0.0200814422411162	0.132270044891849	0.14598051952223	0	0	0	0.390760171435558	0.922835171302274
ESCC043T2	0	0.0955408453464475	0.0561605438873339	0.115737752714599	0	0	0.0181533446479746	0.172087945857776	0	0	0.118401315877337	0	0.0793262968461199	0	0	0.13009305432907	0.0118918743230258	0.0738982520053369	0	0.127531568561497	0	0.00117720560348247	0.45	0.0126463814634288	1.07629202227278
ESCC043T3	0.13966031373287	0	0.0474975990499503	0	0.126567616171024	0.0139491837432499	0.0611678635137345	0	0	0	0.0379037635970724	0	0	0.41422746867985	0	0.0837005110644361	0	0.00603024602629463	0.00888077379757232	0.0604146606239463	0	0	0.03	0.214860260641153	1.01683566199481
ESCC043T4	0	0.385144591934164	0.179063814520622	0	0.0766418409851883	0.00512514869643898	0.0054973542127507	0.0628461582582349	0	0	0.0553677589616286	0	0.0187449627460847	0	0	0.0913533245679663	0	0.04503791936969	0	0.0648689811103439	0	0.0103081446368872	0	0.337681244740442	0.972934354671831
ESCC043T5	0	0.0219675273828462	0.0286964224085628	0	0.0898795894254902	0.151816158317227	0	0	0	0	0.050644441142978	0	0	0.448067855909005	0.00118489894429319	0.0653373700890055	0.00193856753247147	0	0	0.14046716884812	0	0	0.03	0.204749739601063	1.03344612911688
ESCC044N	0.0520831142778447	0	0.00987742195487748	0.0396179442502069	0	0.104746123564414	0	0	0	0	0.0116961268280597	0.0035419486366243	0	0	0.00568708738386471	0.370121764181299	0	0	0.37774669764799	0.00864912119044149	0	0.0162326500843781	0	0.334192697713559	0.953138993236776
ESCC044T3	0	0.0616296320542264	0.00408006258527532	0	0.0750616255877502	0.0930022656432904	0	0	0	0	0.0673277701910223	0	0	0.0617727513210054	0.000358351999200313	0.00132946041783576	0	0.00872419542677533	0	0.477475272397701	0.0231454068370372	0.12609320553888	0	0.268443055175305	1.0320150434812
ESCC044T4	0.00240107613239977	0.0244947994190322	0	0	0.0812693230207381	0.0878928174812042	0	0	0	0	0.0305422324671241	0	0	0.300298521626847	0	0.0803060158229625	0	0.0362365064877951	0	0.306118163675406	0	0.0504405438664912	0.04	0.171931302744693	1.05743331191078
ESCC044T5	0.0111832477556101	0.0141713843584266	0.0283823271217657	0.0172963374533506	0.0760567004535315	0.114428048936119	0	0	0	0	0.0322360385092205	0	0.000309880405379752	0.20043750882277	0.00383842268375379	0.112876905325411	0	0.0315591681386295	0	0.264539425698369	0	0.0926846043376629	0.05	0.134557224838027	1.05435574538821
ESCC045N	0	0.129865577874208	0.0203197825692575	0.132473313473301	0	0.185491745901436	0	0.0557464347897162	0	0	0	0.0277356834598763	0.00831681060947671	0	0.0328689963437515	0.0918264181331851	0.0614718870545848	0.00129568450915473	0	0.233762636776308	0	0.0188250285057438	0.03	0.204149930413811	1.01053231073772
ESCC045T1	0	0.0229438623714311	0.111849681172557	0.137630309962618	0.00938674473362027	0	0.145880437032436	0.0380742423355853	0	0	0	0.0473146031732329	0.000800193736155967	0.0243892012565873	0.149532028176801	0.140530852696366	0.0171656656209224	0.0960580001897039	0	0.0478305169841661	0	0.0106136605578162	0.03	0.196958268412635	1.01419605067292
ESCC045T2	0	0.0683864335509548	0.0764551848408862	0.104601653816203	0.0297790083681451	0	0.0861321033898473	0.0292775533600339	0	0	0.0048897813045064	0.0412914350605826	0.00714876968798165	0.0170082122446053	0.19085983673344	0.163511823326008	0.0161203724836076	0.0116513641692858	0	0.152886467663912	0	0	0.03	0.201964577953697	1.01849468468989
ESCC045T3	0.0311814592503749	0.0974282606922289	0.0463575035246131	0.127021263116456	0.0389923196150866	0.0202794505605579	0.0319785458449459	0.0474288181856564	0	0	0.0434586713803483	0.0256311002739621	0.0309847367356386	0.0671596368599914	0.118365859623383	0.122346104804651	0.0104569581118534	0.0168421964278806	0	0.124087114992372	0	0	0.01	0.242913914963429	0.987346100337791
ESCC045T4	0.0459952173633112	0.150562804994472	0.0895843520378864	0.0858459567093248	0.0711973991190503	0	0.0387437674245375	0.0663237633804191	0	0	0.0329169227331073	0	0.0026405888458881	0.0322086724615752	0.102748399907742	0.0700069937956943	0.00124702780265117	0.022941563320418	0	0.187036570103923	0	0	0	0.347853016701972	0.944523312097162
ESCC045T5	0.0533604686995461	0	0.0792539053782182	0.095911837471256	0.0206462565318557	0	0.125784686286204	0.0318991143359076	0	0	0.0130988036815002	0.0258595311044747	0.00418464784220624	0.0299379858577769	0.175466084801153	0.171561524722234	0.00679317485714125	0	0	0.165106450876721	0	0.00113552755380536	0.04	0.16988655698952	1.0304274235392
ESCC046N	0	0.158210653848265	0.104431413666589	0.0118389658911087	0	0.092841993883233	0	0.0468238796346771	0	0	0.0222506644065131	0.00137775278074443	0.00244660107652331	0	0.0534339788959608	0.0429972300478241	0.00307939395513932	0.00471553152892395	0	0.455551940384499	0	0	0.01	0.252610345627666	1.03519692105399
ESCC046T1	0.01226391989985	0.0109251110984306	0.0170639721442314	0.0338800020662098	0	0.08562504104916	0	0.0340324571592956	0	0	0	0.0478756978524322	0.00571000993661391	0	0.0174607979372183	0.0707484384711335	0.0559748060415669	0.0181037306706465	0	0.470406399571478	0.102569334901891	0.0173602811998429	0	0.404715001777022	0.941759709846702
ESCC046T2	0	0.196145065127592	0.142938931033251	0	0.0773479516853133	0.130301621294115	0.00294123944462872	0	0	0	0	0.0287387883992398	0.00572233153638251	0.00425458936654702	0.0463847895009354	0.112174788946199	0.0209782778297008	0.0724448723464408	0.0302126507358622	0.101513178498603	0.0279009242551891	0	0	0.440614389380806	0.897050056782811
ESCC046T3	0.0197639106531383	0.0336429374547925	0.129211389722325	0.0170852311120664	0.0379958761693226	0.0584663192790322	0.00241747668751416	0.0256621023902211	0	0.000875886108817805	0	0.0198884560805163	0	0	0.0221497213916807	0.080284567682971	0.00852954141957519	0.0777486675652249	0	0.429814615432179	0.0174223301310099	0.0190409707196131	0.04	0.187116240640886	1.06254070286562
ESCC046T4	0.0129153611488956	0.0294641859645734	0.0406017499459405	0.0362482366464387	0.00729298900994114	0.10524219180978	0	0.0598409416610701	0	0	0	0.0625799420952889	0.000420583040180293	0	0.0118077679173977	0.0910796240896351	0.079315701309322	0.0141131144970976	0	0.309267011667541	0.0872283534516497	0.0525822457452481	0	0.346313683539907	0.949148301463538
