ID	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
ESCC002T4	0.0286937837353835	0	0.00808823093791281	0	0.0519285462294823	0.0397924583643154	0	0.0072802128485709	0	0	0.0100554358264303	0	0	0.173065993617934	0	0.0928401855916577	0	0.0409615244132576	0	0.478634885174031	0	0.0686587432610248	0	0.33950691301115	0.99301902358133
ESCC002T5	0	0.0190533595278445	0.00722090753602472	0	0.0726595299734552	0.0496812723801319	0.0219384785639547	0	0	0	0.0436782969048324	0	0	0.321015199311303	0	0.0663894335816631	0	0.0972216793356492	0	0.281728445494825	0.00278903870239678	0.0166243586879196	0.05	0.150131431700542	1.06589855074456
ESCC004N	0.0380704846548284	0	0	0.00974883721229965	0.0259325764617951	0.13935139404441	0	0	0	0	0.031947104127591	0	0	0	0	0.163108575779788	0	0	0.395251164511389	0.161201492446819	0	0.0353883707610798	0	0.457575851894551	0.896860735621039
ESCC004T1	0.0348023922723783	0.142549889263817	0.0682123961283854	0	0.297280554462866	0.110542088438379	0	0	0	0	0.1189654413171	0	0.0309715679104559	0	0	0.0591827902093182	0	0.0348431438121764	0	0	0.102649736185123	0	0.45	0.0111002648100694	1.09666502609188
ESCC004T2	0.185027729826046	0	0.102326688476447	0.104774031021353	0.0064314335514607	0	0	0.0405299113534541	0	0	0.0818287448554383	0	0.0325187534787079	0.0537062291335108	0	0	0	0.289010980046475	0	0.0760168422143103	0.0278286560427967	0	0.33	0.0294908710320014	1.09767397709856
ESCC004T4	0	0.0727905571834339	0.222459648661222	0	0.30334506301347	0.0817627547116509	0	0	0	0	0.0542087518506125	0	0.0150094710886508	0.0159387919061371	0	0.071486921245203	0	0.0892634903798097	0	0.0737345499598106	0	0	0.45	0.0108619332208373	1.11254432458329
ESCC004T5	0.0219582930707081	0	0.254389343857789	0.0672955528779858	0.124336317958568	0.0481428688196825	0.022668393422414	0.0149128782363528	0	0	0	0	0	0.0261278562461284	0	0.0765460869806878	0	0.193402885089828	0	0.0882160543351439	0	0.0620034691047111	0	0.350121396198874	0.947450633733596
ESCC005N	0.0736319337846546	0	0.112776692663575	0.0639295743419935	0.0413765575882199	0.142759513296789	0	0	0	0	0	0.0303198917866963	0	0	3.20549697764445e-05	0.229052710527641	0	0.00326725321116791	0.236585904112974	0.0420334997991609	0	0.0242344139173497	0.02	0.227393434286255	0.993931208192488
ESCC005T1	0	0.0901951493686188	0.112897805294645	0.0649399640275496	0.0506924382028707	0.029454099896502	0.0809550827199411	0	0	0	0.0560892711624034	0	0	0.18044145985773	0.0449258487045979	0.135684834198393	0	0.0158831571199637	0	0.137840889446784	0	0	0	0.299526691600469	0.962739605242155
ESCC005T2	0.115578878249718	0.176090770728345	0.00655359132699531	0.0209447774920672	0	0.162596920100945	0.0371770591741359	0	0	0	0.0811734536342585	0	0	0.0809976504664659	0.0178681105406704	0.0635955126904278	0	0.0529827680566044	0	0.1772260968973	0	0.00721441064206677	0	0.364168016185216	0.934674635450348
ESCC005T3	0.0129820936441824	0.0276717267197035	0.148907275030937	0.0278904986919884	0.0559538942606989	0.0540031107489834	0.095204642127153	0	0	0	0.0613710701855703	0	0.0296080508748444	0.0424768317517312	0.0170343110150603	0.141276039927846	0.00655410318703646	0.0676754523627361	0	0.193453474483794	0	0.017937424987734	0	0.288718651699152	0.967301521955501
